SKU,Proveedor,Nombre Producto
CPUYEY540,Yeyian,PC   Gamer YEYIAN YPB-KAT-R06 Ryzen 5 5600X tarjeta madre B550 16GB DDR4 3200 - 
GABTMK2610,Thermaltake,"Gabinete Thermaltake H590 TG Snow ARGB (CA-1X4-00M6WN-00) - Color Blanco, Media Torre"
DDUACR210,ACER,Acer FA200 500 GB M.2 PCI Express 4.0 NVMe
DDUACR220,ACER,Acer FA200 1 TB M.2 PCI Express 4.0 NVMe
DDUACR230,ACER,Acer FA200 2 TB M.2 PCI Express 4.0 NVMe
DDUACR240,ACER,Acer FA200 4 TB M.2 PCI Express 4.0 NVMe
BATAPC750,APC,APC SRT72BP batería para sistema UPS Sealed Lead Acid (VRLA) 72 V
BATAPC850,APC,APC APCRBC159 batería para sistema UPS Sealed Lead Acid (VRLA)
NBKAPC2520,APC,APC SMTL1500RM3UC sistema de alimentacion ininterrumpida (UPS) Línea interactiva 1.5 kVA 1350 W 6 salidas AC
BATAPC820,APC,APC APCRBC116 batería para sistema UPS Sealed Lead Acid (VRLA) 48 V
ACCACT4690,Acteck,Adaptador 3 en 1 USB-C Shift Plus AH445 Acteck Advanced Series - 
ACCACT4720,Acteck,Adaptador USB-C Shift Plus AE425 Acteck Advanced Series Conector de salida USB tipo C - 
ACCACT4730,Acteck,Adaptador USB-A Shift Plus AV410 Acteck Advanced Series Conector de salida USB-A 3.0 - 
CABACT1070,Acteck,Cable DisplayPort Linx Plus DD422 Acteck Advance Series  1.8m - 
ACCITL7090,Manhattan,356312 Adaptador de USB-C a USB-A V3.2; Conecta fácilmente un dispositivo USB-A a un puerto USB-C. - 
MONASS940,Asus,"ASUS TUF Gaming VG27VH1B monitor de computadora 68.6 cm (27"") 1920 x 1080 Pixeles Full HD LED Negro"
MONASS1650,Asus,"ASUS ProArt PA147CDV monitor de computadora 35.6 cm (14"") 1920 x 550 Pixeles LCD Pantalla táctil Negro"
GABTMK2540,Thermaltake,"Gabinete Thermaltake The Tower 100 Black (CA-1R3-00S1WN-00) - Color Negro, Mini Torre, 3 Paneles de 4mm de Cristal Templado, Soporta Tarjetas Madre Mi"
ACCGEN3040,Genérico,Cargador / Adaptador para Laptop GENERICO AC-DELL-65W de 65W 19.5V 3.34A (4.5*3.0) - 
ACPARU390,Aruba,Access Point HPE Instant On AP12 - 3x3 MIMO 802.11ac Wi-Fi 5 omnidireccional 5.4dBi Wave2 (R2X01A)
ACPARU400,Aruba,Punto de acceso Aruba AP-505 (RW) Dual Radio 2x2:2 802.11ax - 
ACPARU410,Aruba,PA unificado para campus Aruba AP-535 (RW) de radio dual 4 x 4 - 
IMPTCH090,Techzone,"Impresora Térmica Techzone TZPOIMT01 - Térmico directo, USB, 58mm, 90mm/s, 203 DPI"
TERTCH030,Techzone,"Punto de Venta All In One Techzone TZBEPOS-A - Android 11, 15.6 pulgadas, 1366 x 768 px"
MONTCH010,Techzone,"Monitor Táctil Techzone TZBED17W - 17 pulgadas, 1440 x 900px, LCD"
ACPTPL390,TP-LINK,Extensor de Rango Wi-Fi AC1200 TP-LINK RE305 - 
REGTRL710,Tripp-Lite,"Tripp Lite TLM609GF Barra de contactos Power It! para 6 tomacorrientes, 2.74 m (9 pies). Cable y gancho, orificios para colgar, tapas de seguridad, cl"
REGTRL840,Tripp-Lite,"Tripp Lite RS-1215 Barra de contactos para instalacion en rack 1U, 120V, 15A, 5-15P, 12 tomacorrientes (6 adelante, 6 atrás), 4.57 m [15 pies]. Cable"
ACCTRL2560,Tripp-Lite,"Tripp Lite P134-000 Adaptador de Cable DisplayPort a DVI, Convertidor para DP-M a DVI-I-F, 152 mm [6""]"
ACCACT4210,Acteck,Adaptador USB A  Ethernet RJ45 Shift Plus AE420 Acteck - 
ACCMAC400,Apple,"Adaptador USB APPLE - Color blanco, Apple, Adaptadores"
ACCMAC500,Apple,"Adaptador de corriente APPLE MACBOOK 60W MAGSAFE POWER ADAPTER - Color blanco, Apple, Adaptadores"
ACCMAC370,Apple,"Adaptador USB APPLE USB ETHERNET ADAPTER - BES - Color blanco, Apple, Adaptadores"
ACCMAC350,Apple,"Cable de video APPLE - Color blanco, Apple, Adaptadores"
ACCMAC360,Apple,"Cable de Video APPLE - Color blanco, Apple, Adaptadores"
ACCMAC380,Apple,"Grabadora DVD APPLE USB SUPERDRIVE-BES - Plata, Apple, Grabadoras"
ACCMAC810,Apple,"Cable Lightning APPLE Thunderbolt - Color blanco, Apple, Cable Lightning"
ACCMAC760,Apple,"Adaptador de corriente APPLE Adapatador de corriente - Color blanco, Apple, Adaptadores"
ACCMAC540,Apple,"Adaptador de corriente APPLE - Color blanco, Adaptadores"
ACCMAC660,Apple,"Adaptador de corriente APPLE - Color blanco, Adaptadores"
MONLGE805,LG,"LG 17MB15T-B monitor de computadora 43.2 cm (17"") 1280 x 1024 Pixeles LED Pantalla táctil Multi-usuario Negro"
ACCMAC940,Apple,"Cable Lightning a USB APPLE - Color blanco, 2 m, Cable Lightning"
CABVGO210,Vorago,Vorago CAB-119 1 m Blanco
ACCMAC1050,Apple,"Magic Mouse 2 APPLE  MLA02LZ/A - Color blanco, Nylon, Apple, Mouse"
ACCMAC1060,Apple,"Magic Keyboard APPLE MLA22E/A - Color blanco, Apple, Teclados"
ACCMAC1080,Apple,"Apple Pencil APPLE MK0C2LZ/A - Color blanco, Apple, Lápiz"
ACCMAC1120,Apple,"Adaptador de Corriente APPLE MD592E/A - Color blanco, Apple, Adaptadores"
ACCMAC1170,Apple,"Adaptador Multipuertos USB Tipo C APPLE MJ1L2AM/A - Color blanco, Apple, Adaptadores"
ACCMAC1200,Apple,"Adaptador USB-C APPLE MJ1M2AM/A - Color blanco, Apple, Adaptadores"
ACCMAC1240,Apple,"Apple Pencil - APPLE MLUN2AM/A, Blanco, Lápiz"
ACCMAC1300,Apple,"Earpods Lightning Connect APPLE MMTN2AM/A - Color blanco, Apple, Adaptadores"
ACCMAC1310,Apple,"Audífonos APPLE MNHF2AM/A - Color blanco, Apple"
ACCMAC1350,Apple,"Adaptador Thunderbolt 3 APPLE MMEL2AM/A - Color blanco, Apple, Adaptadores"
ACCMAC1360,Apple,"Cable USB APPLE MLL82AM/A - Color blanco, Apple, 2 m, Cable cargador"
ACCMAC1530,Apple,"Adaptador de Lighning a Jack de 3.5 mm APPLE MMX62AM/A - Color blanco, Apple, Adaptadores"
ACCMAC1810,Apple,"Teclado APPLE MRMH2E/A - USB + Bluetooth, QWERTY, Negro, Gris, PC/server"
ACCMAC1860,Apple,"Magic Mouse 2 APPLE MRME2LL/A - Gris Espacial, Apple, Mouse"
ACCMAC2000,Apple,"APPLE PENCIL APPLE 2A GENERACIÓN - Color blanco, Apple, Plumas"
ACCMAC2120,Apple,Adaptador multipuerto de USB-C a AV digital MUF82AM/A - 
ACCMAC2160,Apple,Cable Lightning a USB 1 M APPLE MXLY2AM/A - Blanco
ACCMAC2300,Apple,AirPods Pro  MWP22AM/A APPLE - con estuche de carga inalámbrica
ACCMAC2550,Apple,Adaptador corriente USB?C 20 W  APPLE  MHJA3AM/A - 
ACCMAC2840,Apple,AirPods Max MGYH3AM/A Chip H1 de Apple para audífonos (en cada audífono) - 
ACCMAC2850,Apple,AirPods Max MGYJ3AM/A Chip H1 de Apple para audífonos (en cada audífono) - 
ACCMAC2860,Apple,AirPods Max  MGYL3AM/A Chip H1 de Apple para audífonos (en cada audífono) - 
ACCMAC2960,Apple,AirPods Pro with Magsafe Case MLWK3AM/A - 
ACCMAC3970,Apple,APPLE PENCIL (1RA. GENERACION) - 
ACCMAC700,Apple,"Adaptador de Corriente APPLE  MC506E/A - Color blanco, Apple, Adaptadores"
ACCMAC840,Apple,"Adaptador USB-C APPLE MJ1K2AM/A - Color blanco, Apple, Adaptadores"
ACCMAC980,Apple,"Adaptador Lightning a VGA APPLE MD825AM/A - Color blanco, Apple, Adaptadores"
ACCRBT2270,Brobotix,"Cable Lightning BROBOTIX 161219 - Gris, Apple, Cable Lightning"
ACCRBT7460,Brobotix,"CABLE CARGADOR MAGNÉTICO PARA APPLE WATCH - 1 METRO, USB TIPO A 6005262 BROBOTIX"
ACCRBT7560,Brobotix,"CABLE CARGADOR MAGNÉTICO P/ APPLE WATCH - 1 METRO, USB TIPO C 6005255 BROBOTIX"
BOCACT140,Acteck,Bocina Inalambrica Bluetooth TWS GLEE TINY AP410 - 
BOCACT150,Acteck,Bocina Inalambrica Bluetooth TWS GLEE TINY AP410 - 
BOCMAC020,Apple,"HOMEPOD MINI APPLE MY5G2CL/A - Gris, HomePod"
BOCMAC030,Apple,"HOMEPOD MINI APPLE MY5H2CL/A - Blanco, HomePod"
BOCMAC040,Apple,"HOMEPOD MINI APPLE MJ2C3CL/A - Azul, HomePod"
CABGET080,Gettech,GETTTECH CABLE USB - LIGHTNING A USB TIPO C- MODELO GCL-LTUT-01
CABITL4670,Manhattan,"Cable Lightning a USB-C 0.5m MANHATTAN 394192 - USB-C, Lightning, Negro, 0.5 m"
CABRBT1510,Brobotix,"Cable Lightning  Audio 3.5 mm - 13 Cms, 170101 BROBOTIX"
CABRBT2380,Brobotix,"Cable Lightning BROBOTIX 963158 - USB V2.0., Lightning, Negro, 1m"
CABRBT2390,Brobotix,"Cable Lightning BROBOTIX 963165 - USB V2.0., Lightning., Blanco, 1m"
CABVGO540,Vorago,Vorago CAB-119 1 m Azul
CABVGO560,Vorago,Vorago CAB-119 1 m Rojo
CABVGO570,Vorago,Vorago CAB-119 1 m Rosa
CABVGO580,Vorago,"Vorago CAB-119 - USB A, Lightning, Macho/Macho, Derecho, Derecho, Negro"
CABVGO650,Vorago,"Cable Lightning VORAGO CAB-209 - Rosa, Apple, Cable Lightning"
CABVGO840,Vorago,CABLE VORAGO CAB-125 TIPO C - LIGHTNING 20W CARGA RÁPIDA 1 METRO BLANCO - 
CABVGO850,Vorago,Vorago CAB-126 cable USB 1 m USB A/USB C USB C Negro
COMMAC4080,Apple,"MacBook Air Air Chip M1 de Apple CPU de 8 núcleos  GPU de 7 núcleos Neural Engine de 16 núcleos  APPLE MGN63LA/A - 8 GB, 256 GB SSD, 13.3 pulgadas"
COMMAC4090,Apple,"MacBook Air APPLE MGN73LA/A - Apple M, 8 GB, 512 GB SSD, 13.3 pulgadas, macOS Big Sur"
COMMAC4130,Apple,"MacBook Air M1 CPU de 8 núcleos GPU de 7 núcleos Neural Engine de 16 núcleos MGN93LA/A 8GB - 256 GB SSD, 13.3 pulgadas Plata"
COMMAC4230,Apple,"MacBook Pro APPLE MK1A3E/A - 1 TB, 16.2 Pulgadas"
COMMAC4260,Apple,"MacBook Pro APPLE MK1H3E/A - 32 GB, 1 TB, 16.2 Pulgadas, MacOS"
COMMAC4410,Apple,"MacBook Air APPLE MLXW3E/A - 8 GB, 256 GB, 13.6 Pulgadas, macOS Monterey"
COMMAC4420,Apple,"MacBook Air APPLE MLXY3E/A - 8 GB, 256 GB, 13.6 Pulgadas, macOS Monterey"
COMMAC4440,Apple,"MacBook Air APPLE MLY33E/A - 8 GB, 256 GB, 13.6 Pulgadas, macOS Monterey"
COMMAC4450,Apple,"MacBook Air APPLE MLXX3E/A - 8 GB, 512 GB, 13.6 Pulgadas, macOS Monterey"
COMMAC4510,Apple,"MacBook Pro APPLE MNEJ3E/A - 8 GB, 512 GB, 13.3 pulgadas, macOS Monterey"
COMMAC4570,Apple,"MacBook Air Chip M1 de Apple CPU de 8 núcleos  GPU de 7 núcleos Neural Engine de 16 núcleos APPLE Z127 - 16 GB, 256 GB, 13 pulgadas"
COMMAC4580,Apple,MacBook Pro de 16 pulgadas - Gris espacial Z14V - 
COMMAC4750,Apple,MACBOOK AIR 15 PULGADAS CHIP M2 8N CPU 10N GPU 256GB SSD 8GB RAM GRIS ESPACIAL - 
COMMAC4760,Apple,MACBOOK AIR 15 PULGADAS CHIP M2 8N CPU 10N GPU 512GB SSD  8GB RAM GRIS ESPACIAL - 
LFDSMG1050,Samsung,"Samsung QMR-B Series 32"" 81.3 cm (32"") LED Wifi 400 cd / m² Full HD Negro Procesador incorporado Tizen 4.0"
LFDSMG1060,Samsung,"Monitor SAMSUNG VM55T-E - 55 pulgadas, 500 cd / m², 1920 x 1080 Pixeles, 8 ms, Negro"
LFDSMG1080,Samsung,"Samsung QM85R-B Pantalla plana de señalizacion digital 2.16 m (85"") Wifi 500 cd / m² 4K Ultra HD Negro"
LFDSMG1100,Samsung,"Monitor Profesional SAMSUNG QM75R-B - 75 pulgadas, 500 cd / m², 3840 x 2160 Pixeles, 8 ms, Negro"
LFDSMG1130,Samsung,"Monitor Profesional Videowall  SAMSUNG VM46B-U - 46 pulgadas, 500 cd / m², 1920 x 1080 Pixeles, Negro"
LFDSMG1220,Samsung,"Samsung QBB Series 50"" Pantalla plana de señalizacion digital 127 cm (50"") VA Wifi 350 cd / m² 4K Ultra HD Negro Tizen 6.5 16/7"
LFDSMG1230,Samsung,"Samsung LH55QBBEBGCXGO pantalla de señalizacion Pantalla plana de señalizacion digital 139.7 cm (55"") VA Wifi 350 cd / m² 4K Ultra HD Negro Tizen 6.5 "
LFDSMG1260,Samsung,"Samsung LH43QMBEBGCXGO pantalla de señalizacion Pantalla plana de señalizacion digital 109.2 cm (43"") IPS Wifi 500 cd / m² 4K Ultra HD Negro Procesado"
MONACR1620,ACER,"Monitor v226HQL - 21.5 FHD 1920 x 1080, 5ms, HDMI x 1; VGA x 1, 3 Años de Garantia en CS/ 1 año en Bundle."
MONACR1650,ACER,"Acer E200Q monitor de computadora 49.5 cm (19.5"") 1600 x 900 Pixeles HD+ Negro"
MONACR1670,ACER,"Acer V7 V247Y Hbi LED display 60.5 cm (23.8"") 1920 x 1080 Pixeles Full HD LCD Negro"
MONACT010,Acteck,"Monitor  ACTECK Captive Vivid SP240 - 23.8 pulgadas, 250 cd / m², 1920 x 1080 Pixeles, 5-8 ms, Negro"
MONACT020,Acteck,"Monitor  ACTECK Captive Vivid SP215 - 21.5 pulgadas, 250 cd / m², 1920 x 1080 Pixeles, 5-8 ms, Negro"
MONACT030,Acteck,"Monitor  ACTECK Captive Brite SP195 - 19.5 pulgadas, 200 cd / m², 1300 x 700 Pixeles, 5-10 ms, Negro"
MONACT040,Acteck,Monitor plano 27 pulgadas Captive Vivid SP270 Elite Series - 
MONASS1000,Asus,"ASUS BE24EQK monitor de computadora 60.5 cm (23.8"") 1920 x 1080 Pixeles Full HD LED Negro"
MONASS1020,Asus,"ASUS VY279HE monitor de computadora 68.6 cm (27"") 1920 x 1080 Pixeles Full HD LED Negro"
MONASS1050,Asus,MONITOR ASUS VT229H - 21.5 pulgadas
MONASS1060,Asus,"ASUS TUF Gaming VG24VQE monitor de computadora 59.9 cm (23.6"") 1920 x 1080 Pixeles Full HD LED Negro"
MONASS1120,Asus,"ASUS VA24DQSBY LED display 60.5 cm (23.8"") 1920 x 1080 Pixeles Full HD Negro"
MONASS1340,Asus,"ASUS PA247CV monitor de computadora 60.5 cm (23.8"") 1920 x 1080 Pixeles Full HD LED Negro, Plata"
MONASS1370,Asus,"ASUS BE279QSK monitor de computadora 68.6 cm (27"") 1920 x 1080 Pixeles Full HD LCD Negro"
MONASS1430,Asus,"ASUS VY249HE-W monitor de computadora 60.5 cm (23.8"") 1920 x 1080 Pixeles Full HD Blanco"
MONASS1460,Asus,"ASUS VG30VQL1A monitor de computadora 74.9 cm (29.5"") 2560 x 1080 Pixeles WFHD LCD Negro"
MONASS1500,Asus,"Monitor ASUS MB166C - 15.6 pulgadas, 300 cd / m², 1920 x 1080 Pixeles, 5 ms, Negro"
MONASS1530,Asus,MONITOR ASUS VA247HEY - 
MONASS1560,Asus,"ASUS TUF Gaming VG277Q1A monitor de computadora 68.6 cm (27"") 1920 x 1080 Pixeles Full HD LCD Negro"
MONASS1570,Asus,"ASUS VP227HE monitor de computadora 54.5 cm (21.4"") 1920 x 1080 Pixeles Full HD LCD Negro"
MONASS620,Asus,"ASUS VA249HE monitor de computadora 60.5 cm (23.8"") 1920 x 1080 Pixeles Full HD LED Negro"
MONASS710,Asus,"ASUS VA24EHE monitor de computadora 60.5 cm (23.8"") 1920 x 1080 Pixeles Full HD LED Negro"
MONASS720,Asus,"Monitor ASUS VA27EHE - 27 pulgadas, 300 cd / m², 1 ms, Negro"
MONASS810,Asus,"ASUS ProArt PA248QV monitor de computadora 61.2 cm (24.1"") 1920 x 1200 Pixeles WUXGA LED Negro"
MONASS840,Asus,"Monitor Gamer ASUS TUF Gaming VG328H1B LED 32 pulgadas - Full HD, FreeSync, 165Hz, HDMI, Bocinas Integradas (2 x 2w), Negro"
MONASS900,Asus,"ASUS 90LM0543-B013B0 monitor de computadora 60.5 cm (23.8"") 1920 x 1080 Pixeles Full HD LED Negro"
MONBNQ1010,BenQ,"BenQ GW2283 monitor de computadora 54.6 cm (21.5"") 1920 x 1080 Pixeles Full HD LED Negro"
MONBNQ1020,BenQ,"BenQ GW2480 monitor de computadora 60.5 cm (23.8"") 1920 x 1080 Pixeles Full HD LED Negro"
MONBNQ1050,BenQ,"Monitor BENQ GW2780 - 27 pulgadas, 250 cd / m², 1920 x 1080 Pixeles, 5 ms, Negro"
MONBNQ1150,BenQ,"Monitor BENQ GW2283 - 21.5 pulgadas, 250 cd / m², 1920 x 1080 Pixeles, 5 ms, Negro"
MONBNQ1200,BenQ,"BenQ GL2480 LED display 61 cm (24"") 1920 x 1080 Pixeles Full HD Negro"
MONBNQ1210,BenQ,"BenQ SW270C monitor de computadora 68.6 cm (27"") 2560 x 1440 Pixeles Quad HD LED Gris"
MONBNQ1240,BenQ,"BenQ GW2480T LED display 60.5 cm (23.8"") 1920 x 1080 Pixeles Full HD Negro"
MONBNQ1260,BenQ,"BenQ GW2785TC LED display 68.6 cm (27"") 1920 x 1080 Pixeles Full HD Negro"
MONBNQ1270,BenQ,"BenQ EX2510 monitor de computadora 62.2 cm (24.5"") 1920 x 1080 Pixeles Full HD LED Gris"
MONBNQ1300,BenQ,"Monitor BENQ PD2705U - 27 pulgadas, 250 cd / m², 3840 x 2160 Pixeles, 5 ms, Negro/Gris"
MONBNQ1310,BenQ,"BenQ PD3205U monitor de computadora 80 cm (31.5"") 3840 x 2160 Pixeles 4K Ultra HD LCD Negro"
MONBNQ1320,BenQ,"Monitor  BENQ GW2480L - 23.8 pulgadas, 250 cd / m², 1920 x 1080 Pixeles, 5 ms, Negro"
MONBNQ1330,BenQ,"BenQ PD2705Q monitor de computadora 68.6 cm (27"") 2560 x 1440 Pixeles Quad HD Negro, Gris"
MONBNQ1370,BenQ,"Monitor BENQ 9H.LHSLA.TBA - 21.5 pulgadas, 250 cd / m², 1920 x 1080 Pixeles, 5 ms, Negro"
MONBNQ1390,BenQ,"BenQ EX240N monitor de computadora 60.5 cm (23.8"") 1920 x 1080 Pixeles Full HD LCD Negro"
MONBNQ1400,BenQ,"BenQ SW272U monitor de computadora 68.6 cm (27"") 3840 x 2160 Pixeles 4K Ultra HD Negro"
MONBNQ1410,BenQ,"BenQ GW3290QT monitor de computadora 80 cm (31.5"") 2560 x 1440 Pixeles Quad HD LED Blanco"
MONBNQ940,BenQ,"BenQ BL2420PT monitor de computadora 60.5 cm (23.8"") 2560 x 1440 Pixeles Quad HD LED Negro"
MONDAH140,Dahua Technology,"Dahua Technology LM22-B200S monitor de computadora 54.5 cm (21.4"") 1920 x 1080 Pixeles Full HD Negro"
MONDAH150,Dahua Technology,"Dahua Technology LM24-B200S LED display 60.5 cm (23.8"") 1920 x 1080 Pixeles Full HD Negro"
MONDLL1870,DELL,"DELL E Series E2020H monitor de computadora 49.5 cm (19.5"") 1600 x 900 Pixeles HD+ LCD Negro"
MONDLL2340,DELL,"Monitor  DELL P2222H - 21.5 pulgadas, 1920 x 1080 Pixeles"
MONDLL2350,DELL,"DELL P Series P2422H LED display 60.5 cm (23.8"") 1920 x 1080 Pixeles Full HD LCD Negro"
MONDLL2450,DELL,"DELL 27"" Monitor - P2722H"
MONDLL2500,DELL,"DELL E Series E2222H LED display 54.5 cm (21.4"") 1920 x 1080 Pixeles Full HD LCD Negro"
MONDLL2910,DELL,"DELL E Series E2223HN LED display 54.5 cm (21.4"") 1920 x 1080 Pixeles Full HD LCD Negro"
MONDLL2930,DELL,"Monitores DELL P2422HE - 23.8 pulgadas, 1920 x 1080 Pixeles, Negro"
MONDLL3120,DELL,"DELL E Series E2423H LED display 60.5 cm (23.8"") 1920 x 1080 Pixeles Full HD LCD Negro"
MONDLL3310,DELL,"DELL E Series E2423HN LED display 60.5 cm (23.8"") 1920 x 1080 Pixeles Full HD LCD Negro"
MONDLL3420,DELL,DELL E2724HS (210-BGPP) de 27 pulgadas Tipo de panel VA. Monitor LCD con retroiluminación LED. Resolución Full HD (1080p) 1920 x 1080 a 60 Hz. Anti re
MONDLL3640,DELL,"DELL E Series E2424HS LED display 60.5 cm (23.8"") 1920 x 1080 Pixeles Full HD LCD Negro"
MONDLL3980,DELL,"DELL P Series P2424HT monitor de computadora 60.5 cm (23.8"") 1920 x 1080 Pixeles Full HD LCD Pantalla táctil Negro, Plata"
MONDLL4190,DELL,"DELL E Series E2222HS LED display 54.6 cm (21.5"") 1920 x 1080 Pixeles Full HD Negro"
MONHKV030,Hikvision,"Monitor LED HIKVISION DS-D5032QE - 32 pulgadas, Negro"
MONHPI580,HP,"HP Monitor FHD P27 G5, 68.6 cm (27""), 1920 x 1080 Pixeles, Full HD, LCD, 5 ms, Negro"
MONHPI610,HP,"HP Monitor FHD P22v G5, 54.5 cm (21.4""), 1920 x 1080 Pixeles, Full HD, LCD, 5 ms, Negro"
MONHPI620,HP,"HP Monitor FHD P24v G5, 60.5 cm (23.8""), 1920 x 1080 Pixeles, Full HD, LCD, 5 ms, Negro"
MONHYU020,Hyundai,"Monitor HYUNDAI HT21FOMBK01 - 21.5 pulgadas, 1920 x 1080 Pixeles, 6, 5 ms, Negro"
MONHYU030,Hyundai,Monitor 31.5 pulgadas Hyundai Gaming HT32CGMBK03 / Led / Curvo / Full HD / HDMI / 165hz / 1ms / Color Negro - 
MONLEN1200,Lenovo,"Lenovo ThinkVision T27i-30 LED display 68.6 cm (27"") 1920 x 1080 Pixeles Full HD Negro"
MONLEN1240,Lenovo,"Lenovo ThinkVision S22e LED display 54.6 cm (21.5"") 1920 x 1080 Pixeles Full HD Negro"
MONLEN1260,Lenovo,"MONITOR LENOVO ThinkVision E24-29 - 1920x1080, 23.8 pulgadas, HDMI-DP-VGA"
MONLEN1270,Lenovo,"Lenovo ThinkVision T24i-30 LED display 60.5 cm (23.8"") 1920 x 1080 Pixeles Full HD Negro"
MONLEN1310,Lenovo,"Lenovo C24-40 LED display 60.5 cm (23.8"") 1920 x 1080 Pixeles Full HD Negro"
MONLEN1320,Lenovo,"Lenovo C27-40 monitor de computadora 68.6 cm (27"") 1920 x 1080 Pixeles Full HD LCD Negro"
MONLEN1330,Lenovo,"Lenovo ThinkVision E20-30 LED display 49.5 cm (19.5"") 1600 x 900 Pixeles HD+ Negro"
MONLEN1340,Lenovo,"Lenovo C22e-20 LED display 54.5 cm (21.4"") 1920 x 1080 Pixeles Full HD Negro"
MONLGE1540,LG,"LG 27UL500 monitor de computadora 68.6 cm (27"") 3840 x 2160 Pixeles 4K Ultra HD LED Plata"
MONLGE1680,LG,"LG 27MK600M-W monitor de computadora 68.6 cm (27"") 1920 x 1080 Pixeles Full HD LED Blanco"
MONLGE1880,LG,"LG 32MN500M-B monitor de computadora 80 cm (31.5"") 1920 x 1080 Pixeles Full HD LCD Negro"
MONLGE1890,LG,"LG 27MK430H-B LED display 68.6 cm (27"") 1920 x 1080 Pixeles Full HD Negro"
MONLGE1930,LG,"LG 34GN850-B monitor de computadora 86.4 cm (34"") 3440 x 1440 Pixeles UltraWide Quad HD Negro"
MONLGE2270,LG,"LG 34WP500-B monitor de computadora 86.4 cm (34"") 2560 x 1080 Pixeles UltraWide Full HD LED Negro"
MONLGE2400,LG,"LG 22MP410-B monitor de computadora 54.5 cm (21.4"") 1920 x 1080 Pixeles Full HD LED Negro"
MONLGE2410,LG,"LG 24MP400 23.8IN LED 1920X1080 16:9 5MS HDMI LED display 60.5 cm (23.8"") 1920 x 1080 Pixeles Full HD LCD Negro"
MONLGE2580,LG,"LG 19M38H monitor de computadora 48.3 cm (19"") 1366 x 768 Pixeles WXGA Negro"
MONLGE2590,LG,Monitor Signage LG 65 pulgadas 3840x2160 24/7 65UH5J - 
MONLGE2630,LG,MONITOR CURVO LG 34 PULGADAS - 34GP63A CURVED ULTRAGEAR
MONLGE2670,LG,Monitor Signage LG 55 pulgadas 3840x2160 24/7 55UH5J - 
MONLGE2700,LG,"LG 29WQ500 monitor de computadora 73.7 cm (29"") 2560 x 1080 Pixeles Full HD LED Negro"
MONLGE2730,LG,Monitor LG 27GP750 27 pulgadas IPS FHD gamer UltraGear 240Hz 1ms compatible con G-SYNC - 
MONLNX110,Lanix,"Monitor  LANIX 10122 - 23.8 pulgadas, 1920 x 1080 Pixeles, Negro"
MONLNX120,Lanix,"Monitor  LANIX LX215 - 21.5 pulgadas, 1920 x 1080 Pixeles, 6, 5 ms, Negro"
MONLNX130,Lanix,"Monitor  LANIX LX270 - 27 pulgadas, 1920 x 1080 Pixeles, 20 ms, Negro"
MONLNX140,Lanix,"Monitor  LANIX LX320 - 32 pulgadas, 1920 x 1080 Pixeles, 8 ms, Negro"
MONLNX150,Lanix,"Monitor Curvo LANIX LX340 - 34 pulgadas, 3440 x 1440 Pixeles, 5 ms, Negro, tasa de refresco de 165 Hz, 2 display port, 1 HDMI, bocinas integradas"
MONNCB010,Naceb Technology,"Monitor Naceb Technology NA-627 - 19.5 pulgadas, 1440 x 900 Pixeles, Negro, HDMI + VGA 1 Año de Garantía con CT"
MONNTE020,Nextep,MONITOR NEXTEP NE723 23.8HD RES 1920X1080 - 
MONNTE030,Nextep,"Monitor Nextep NE-720 - 19.5 pulgadas, 1600 x 900 Pixeles"
MONNTE040,Nextep,MONITOR NEXTEP NE722 21.5HD RES 1920X1080 - 
MONQIA160,Qian,"Monitor Touch LED QIAN TIAGO QPMT1701 17 Pulgadas USB - VGA, HDMI, 1280x1024 PX"
MONQIA180,Qian,"Monitor Qian QM2151F - 21.5 pulgadas, 220 cd / m², 1920 x 1080 Pixeles, Negro, 3 años de garantia"
MONQIA190,Qian,"Monitor LED Qian Frameless - 23.8 pulgadas, 1920 x 1080 Pixeles, Negro, 3 años de garantía"
MONQIA200,Qian,"Monitor  Qian QM191704 - 19.5 pulgadas, 250 cd / m², 1600 x 900 Pixeles, Negro, 3 años de garantía"
MONSMG1140,Samsung,"Monitor SAMSUNG - 23.5 pulgadas, 250 cd / m², 1920 x 1080 Pixeles, 4 ms, Negro, Curvo"
MONSMG1360,Samsung,"Samsung LU32J590UQLXZX monitor de computadora 80 cm (31.5"") 3840 x 2160 Pixeles 4K Ultra HD QLED Negro"
MONSMG1490,Samsung,"Monitor Curvo SAMSUNG LC32R500FHLXZX - 32 pulgadas, 300 cd / m², 1920 x 1080 Pixeles, 4 ms, Negro"
MONSMG1570,Samsung,"Samsung LF27T350FH monitor de computadora 68.6 cm (27"") 1920 x 1080 Pixeles Full HD LED Negro"
MONSMG1610,Samsung,"Samsung LS27A600UULXZX monitor de computadora 68.6 cm (27"") 2560 x 1440 Pixeles Quad HD LCD Negro"
MONSMG1650,Samsung,"Samsung LC34H890WGU monitor de computadora 86.4 cm (34"") 3440 x 1440 Pixeles Quad HD QLED Negro"
MONSMG1670,Samsung,"Samsung LS27BM500ELXZX monitor de computadora 68.6 cm (27"") 1920 x 1080 Pixeles Full HD Negro"
MONSMG1720,Samsung,"Samsung LS34A650UBLXZX monitor de computadora 86.4 cm (34"") 3440 x 1440 Pixeles Wide Quad HD Negro"
